nombre_ent,nombre_mun,nombre_tip,d_nombre,d_codigopo
Chiapas,Escuintla,Colonia,China,30600
Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Fraccionamiento,Los Mangos,93228
Guanajuato,Abasolo,Fraccionamiento,Cuitzeo de los Naranjos,36976
Chiapas,Escuintla,Fraccionamiento,Vida Mejor,30600
Chiapas,Altamirano,Ejido,Emiliano Zapata,30193
Veracruz de Ignacio de la Llave,Paso de Ovejas,Colonia,Guadalupana,91670
Chiapas,Altamirano,Ejido,Santa Margarita,30193
Chiapas,Altamirano,Ejido,La Perla del Jalal,30193
Guanajuato,Irapuato,Fraccionamiento,Los Duraznos,36687
Guanajuato,Jaral del Progreso,Fraccionamiento,Pedregal del Carmen,38476
Jalisco,Zacoalco de Torres,Unidad habitacional,Potrero de los Pozos,45777
Veracruz de Ignacio de la Llave,Veracruz,Colonia,Lomas Del Angel,91855
Veracruz de Ignacio de la Llave,Veracruz,Colonia,Lorenzo Barcelata,91966
Chiapas,Altamirano,Ejido,San Juan,30193
Guanajuato,Santa Cruz de Juventino Rosas,Fraccionamiento,Praderas del Sol II,38243
Veracruz de Ignacio de la Llave,Veracruz,Colonia,Nueva Esperanza,91713
Chihuahua,Delicias,Colonia,Colonia Altavista,33115
Chiapas,Altamirano,Ejido,Santa Cecilia,30193
Sonora,Cajeme,Ejido,La Ventana,85214
Chihuahua,Delicias,Colonia,Colonia Industrial Sur,33105
Chiapas,Altamirano,Ejido,Chenchoj,30194
Guanajuato,Irapuato,Colonia,El Vergel,36555
Veracruz de Ignacio de la Llave,Veracruz,Colonia,Geovillas Del Palmar,91725
Chiapas,Altamirano,Ejido,La Central,30193
Guanajuato,Irapuato,Colonia,Las Pergolas,36554
Veracruz de Ignacio de la Llave,Veracruz,Colonia,Progreso,91725
Chiapas,Altamirano,Ejido,San Antonio la Pimienta,30193
Guanajuato,Irapuato,Colonia,Jardines de Arandas,36626
Jalisco,Lagos de Moreno,Colonia,Agua Caliente,47430
Veracruz de Ignacio de la Llave,Veracruz,Colonia,Valente Diaz,91725
Chiapas,Altamirano,Ejido,Omllja,30193
Guanajuato,Irapuato,Colonia,Cerrito de Camino Real,36613
Oaxaca,Pluma Hidalgo,Barrio,Barrio Allende,70964
Chiapas,Altamirano,Ejido,San Luis,30193
Guanajuato,Irapuato,Colonia,Loma Bonita,36822
Chiapas,Altamirano,Ejido,Nueva Galilea,30193
Chiapas,Altamirano,Ejido,Nueva Esperanza,30193
Chiapas,Altamirano,Ejido,Santa Elena de La Cruz,30193
Veracruz de Ignacio de la Llave,Alvarado,Fraccionamiento,El Conchal,95264
Chiapas,Altamirano,Ejido,Plan de Ayala,30193
Veracruz de Ignacio de la Llave,Alvarado,Colonia,Playas del Conchal,95264
Guanajuato,Irapuato,Poblado comunal,San Antonio de Bernales,36837
Jalisco,Lagos de Moreno,Ejido,Atrixco,47512
Chiapas,Altamirano,Ejido,Las Gardenias (El Crucero),30193
Guanajuato,Irapuato,Fraccionamiento,Bosques de la Pradera,36624
Jalisco,Lagos de Moreno,Ejido,Avilag [La Granja],47530
Chiapas,Altamirano,Pueblo,Poblado Nuevo Altamirano,30194
Guanajuato,Apaseo el Grande,Fraccionamiento,Valle Verde (Haciendas Valle Verde),38183
Chiapas,Altamirano,Ejido,El Banco,30193
Chiapas,Altamirano,Ejido,La Nueva Reforma,30194
Chiapas,Altamirano,Ejido,Lindavista,30194
Jalisco,Lagos de Moreno,Ejido,Camino al Puesto,47515
Chiapas,Altamirano,Ejido,Nuevo Centro Gabino Barrera,30194
Chiapas,Altamirano,Ejido,Nuevo San Carlos,30194
Chiapas,Altamirano,Ejido,Carmen Laguna,30194
Guanajuato,Guanajuato,Fraccionamiento,La Hacienda,36254
Sonora,Cajeme,Ejido,Las Chivas,85200
Chiapas,Altamirano,Ejido,Ocotal,30194
Veracruz de Ignacio de la Llave,Juchique de Ferrer,Colonia,La Gloria,91450
Chiapas,Altamirano,Ejido,Guadalupe Chintultic,30194
Veracruz de Ignacio de la Llave,Juchique de Ferrer,Colonia,El Arenal,91450
Chiapas,Altamirano,Ejido,El Venadito,30194
Guanajuato,Guanajuato,Colonia,Presa de Rocha,36043
Veracruz de Ignacio de la Llave,Teocelo,Colonia,Higueras,91615
Chiapas,Altamirano,Ejido,La Esperanza,30194
Chiapas,Altamirano,Ejido,Las Corrientes,30194
Chiapas,Altamirano,Ejido,Pamala,30194
Guanajuato,Irapuato,Fraccionamiento,Las Liebres,36554
Chiapas,Altamirano,Ejido,El Rosario,30194
Guanajuato,Irapuato,Fraccionamiento,Misioneros,36644
Chiapas,Altamirano,Ejido,San Isidro,30194
Veracruz de Ignacio de la Llave,Alvarado,Colonia,Playa de la Libertad,95264
Chiapas,Altamirano,Ejido,Solo Dios,30194
Guanajuato,Silao de la Victoria,Poblado comunal,Las Grasas,36285
Veracruz de Ignacio de la Llave,Actopan,Colonia,Carlos y Teresa,91480
Chiapas,Altamirano,Ejido,Santa Cruz,30194
Veracruz de Ignacio de la Llave,Actopan,Colonia,Santa Cecilia,91480
Guanajuato,Santa Cruz de Juventino Rosas,Colonia,Camino Real,38245
Veracruz de Ignacio de la Llave,Xalapa,Colonia,Diamante,91018
Chiapas,Altamirano,Ejido,Campo Virgen (El Paraje),30195
Veracruz de Ignacio de la Llave,Actopan,Colonia,Santa Cecilia (Chapopote),91480
Guanajuato,Romita,Poblado comunal,El Zapote,36212
Oaxaca,Pluma Hidalgo,Ejido,El Paisaje,70965
Chiapas,Altamirano,Ejido,8 de Marzo,30195
Veracruz de Ignacio de la Llave,Actopan,Colonia,Deportiva,91480
Chiapas,Altamirano,Ejido,Sociedad Victoria,30195
Veracruz de Ignacio de la Llave,Emiliano Zapata,Colonia,Santa Fe,91637
Chiapas,Altamirano,Ejido,8 de Octubre,30195
Veracruz de Ignacio de la Llave,Xalapa,Colonia,Esmeralda Animas,91195
Chiapas,Altamirano,Ejido,La Esperanza,30195
Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Fraccionamiento,La Esperanza II,37806
Veracruz de Ignacio de la Llave,Xalapa,Colonia,Campo Nuevo,91198
Chiapas,Altamirano,Ejido,California,30195
Chihuahua,Delicias,Pueblo,El Porvenir,33105
Chiapas,Altamirano,Ejido,La Grandeza,30195
Veracruz de Ignacio de la Llave,Xalapa,Colonia,Empleados Municipales,91023
Chiapas,Altamirano,Ejido,10 de Abril,30194
Veracruz de Ignacio de la Llave,Xalapa,Colonia,La Pedreguera,91024
Chiapas,Altamirano,Ejido,10 de Mayo,30194
Guanajuato,Guanajuato,Fraccionamiento,Las Terrazas,36256
Veracruz de Ignacio de la Llave,Xalapa,Colonia,Indeco Animas,91190
Chiapas,Altamirano,Ejido,Emiliano Zapata,30195
Veracruz de Ignacio de la Llave,Xalapa,Fraccionamiento,Jardines de Santa Rosa,91095
Veracruz de Ignacio de la Llave,Xalapa,Colonia,Lomas de Casa Blanca,91164
Chiapas,Altamirano,Ejido,El Horizonte,30195
Chiapas,Altamirano,Ejido,Tierra y Libertad,30195
Guanajuato,Salamanca,Poblado comunal,Puerto de Guadalupe,36878
Veracruz de Ignacio de la Llave,Teocelo,Colonia,Raul Martinez Oelkers,91615
Chiapas,Altamirano,Ejido,La Florida,30194
Guanajuato,Silao de la Victoria,Colonia,El Campanario,36132
Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Colonia,Hueyapan de Soconusco,95862
Chiapas,Altamirano,Ejido,Nueva Esperanza,30194
Chiapas,Altamirano,Pueblo,Puebla (Rancho Nuevo),30194
Sonora,Cajeme,Ejido,Loma de Corral (Lomas de Est. Corral),85217
Hidalgo,Huejutla de Reyes,Barrio,Tlaltzintla,43011
Chiapas,Altamirano,Ejido,El Saltillo,30195
Guanajuato,Silao de la Victoria,Colonia,San Luis de La Cruz,36170
Hidalgo,Tezontepec de Aldama,Colonia,Vista Hermosa,42773
Chiapas,Altamirano,Ejido,Anexo Monterrey,30195
Durango,Tamazula,Pueblo,El Llano,34590
Hidalgo,Tezontepec de Aldama,Colonia,Binola,42773
Chiapas,Altamirano,Ejido,Linda Vista,30195
Guanajuato,Apaseo el Grande,Fraccionamiento,Fraccionamiento Fuentes de la Laja,38197
Hidalgo,Tezontepec de Aldama,Colonia,La Loma,42763
Chiapas,Altamirano,Ejido,El Porvenir,30195
Guanajuato,Valle de Santiago,Poblado comunal,Miramar,38410
Hidalgo,Tezontepec de Aldama,Colonia,Mangas,42763
Chiapas,Altamirano,Ejido,El Limonal,30196
Hidalgo,Tezontepec de Aldama,Colonia,Panuaya,42763
Veracruz de Ignacio de la Llave,Isla,Colonia,Naranjo,95645
Hidalgo,Tezontepec de Aldama,Colonia,San Juan,42763
Veracruz de Ignacio de la Llave,Tezonapa,Colonia,Empleados,95094
Chiapas,Altamirano,Ejido,San Antonio Monterrey,30195
Guanajuato,Manuel Doblado,Poblado comunal,Los Ojos de Agua,36495
Hidalgo,Tezontepec de Aldama,Colonia,La Barranca,42763
Chiapas,Altamirano,Ejido,El Nance,30194
Guanajuato,San Felipe,Colonia,La Florida,37600
Veracruz de Ignacio de la Llave,Veracruz,Fraccionamiento,Dorado Real,91698
Hidalgo,Tezontepec de Aldama,Colonia,Nuevo Panuaya,42763
Chiapas,Altamirano,Ejido,San Isidro,30195
Guanajuato,Salamanca,Fraccionamiento,Jardines del Country,36764
Hidalgo,Tezontepec de Aldama,Colonia,San Isidro el Tanque,42763
Chiapas,Altamirano,Ejido,Puerto Rico,30195
Hidalgo,Tezontepec de Aldama,Colonia,San Isidro Presas,42760
Chiapas,Altamirano,Ejido,San Pedro Guerrero,30195
Guanajuato,Irapuato,Residencial,Portones,36683
Chiapas,Altamirano,Ejido,Las Maravillas,30196
Guanajuato,Salamanca,Poblado comunal,Santiaguillo de Flores,36874
Hidalgo,Tezontepec de Aldama,Colonia,Cinco de Febrero,42768
Chiapas,Altamirano,Ejido,San Marcos,30196
Chiapas,Altamirano,Ejido,1ro de Mayo,30195
Chiapas,Altamirano,Ejido,Delicias Pachan,30196
Guanajuato,San Felipe,Colonia,Magisterial,37600
Chiapas,Altamirano,Ejido,Nueva Galilea,30196
Guanajuato,Irapuato,Fraccionamiento,La Alameda,36555
Guanajuato,Irapuato,Residencial,La Gavia,36625
Sonora,Cajeme,Ejido,Los Caballos,85200
Chiapas,Altamirano,Ejido,9 de Febrero,30196
Guanajuato,San Felipe,Colonia,Independencia,37600
Sonora,Cajeme,Ejido,Los Chinitos (Ejido Nogales),85214
Chiapas,Altamirano,Ejido,3 de Mayo,30196
Guanajuato,Irapuato,Poblado comunal,Rosario de Covarrubias,36830
Guanajuato,Valle de Santiago,Fraccionamiento,Praderas del Sol,38404
Chiapas,Altamirano,Ejido,Santa Rosa,30196
Guanajuato,Manuel Doblado,Colonia,Ojo de Agua,36475
Veracruz de Ignacio de la Llave,Ixhuatlancillo,Fraccionamiento,Valle Campestre,94430
Chiapas,Altamirano,Ejido,San Francisco,30196
Chihuahua,Delicias,Colonia,Granja Familiares,33115
Veracruz de Ignacio de la Llave,Ixhuatlancillo,Fraccionamiento,Valle Dorado,94430
Guanajuato,Silao de la Victoria,Poblado comunal,San Antonio Texas,36273
Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,Colonia,Los Angeles,95394
Hidalgo,Tezontepec de Aldama,Pueblo,Tenango,42766
Chiapas,Altamirano,Ejido,Francisco Villa,30196
Oaxaca,Pluma Hidalgo,Ejido,Las Vegas,70964
Chiapas,Altamirano,Ejido,Tierra y Libertad,30196
Guanajuato,Guanajuato,Residencial,Picachos,36089
Oaxaca,Pluma Hidalgo,Ejido,Los ?ngeles,70964
Chiapas,Altamirano,Ejido,Pushila,30195
Guanajuato,Salamanca,Fraccionamiento,Cipreses,36723
Hidalgo,Tula de Allende,Colonia,El Rayo,42834
Chiapas,Altamirano,Ejido,Villahermosa,30196
Hidalgo,Tula de Allende,Fraccionamiento,La Bombita,42834
Chiapas,Altamirano,Ejido,Candelaria,30195
Chiapas,Altamirano,Ejido,Carmen Rusia,30195
Guanajuato,Celaya,Fraccionamiento,Los Mezquites,38115
Hidalgo,Tula de Allende,Colonia,El Salto,42834
Guanajuato,San Felipe,Fraccionamiento,El Montecito,37600
Hidalgo,Tula de Allende,Fraccionamiento,Las Violetas,42834
Chiapas,Altamirano,Ejido,Linda Vista,30196
Guanajuato,Salamanca,Fraccionamiento,Villa Florida,36790
Hidalgo,Tula de Allende,Fraccionamiento,Galaxia,42834
Guanajuato,Guanajuato,Ejido,Cerrito del Oro,36263
Hidalgo,Tula de Allende,Fraccionamiento,El Damu,42833
Chiapas,Altamirano,Ejido,Campo Alegre,30196
Guanajuato,Irapuato,Fraccionamiento,Galaxia Real de Arandas,36626
Hidalgo,Tula de Allende,Fraccionamiento,CFE,42833
Chiapas,Altamirano,Ejido,Aguascalientes 2,30196
Hidalgo,Tula de Allende,Colonia,El Montecillo,42833
Oaxaca,Pluma Hidalgo,Ejido,Natividad,70964
Hidalgo,Tula de Allende,Colonia,Tolteca,42833
Oaxaca,Pluma Hidalgo,Ejido,Nazareno,70963
Hidalgo,Tula de Allende,Fraccionamiento,Tolteca,42833
Chiapas,Altamirano,Ejido,Palestina,30196
Oaxaca,Pluma Hidalgo,Ejido,Nubes,70964
Hidalgo,Tula de Allende,Colonia,Los Muelles,42833
Chiapas,Altamirano,Ejido,El Arbolito,30196
Oaxaca,Pluma Hidalgo,Ejido,Ojo de Agua,70963
Hidalgo,Tula de Allende,Colonia,Empleados Tolteca,42833
Chiapas,Altamirano,Ejido,Nueva Virginia (Anexo Santa Rita),30196
Sonora,Cajeme,Ejido,Los Machochos,85209
Guanajuato,Santa Cruz de Juventino Rosas,Colonia,Anastacio Mendoza,38245
Hidalgo,Tula de Allende,Colonia,El Plan,42833
Chiapas,Altamirano,Pueblo,San Luis Potosi,30197
Guanajuato,Salamanca,Colonia,Nochebuena,36748
Hidalgo,Tula de Allende,Fraccionamiento,Los Cedros,42833
Chiapas,Altamirano,Ejido,San Luis Potosi 2,30197
Guanajuato,Celaya,Colonia,Puertas del Sol,38035
Hidalgo,Tula de Allende,Colonia,Del Llano,42803
Chiapas,Altamirano,Ejido,El Ocotal Agua Escondida,30197
Hidalgo,Tula de Allende,Fraccionamiento,San Pedro,42824
Chiapas,Altamirano,Ejido,Esperanza Agua Escondida,30197
Hidalgo,Tula de Allende,Fraccionamiento,San Carlos,42824
Chiapas,Altamirano,Ejido,Luis Espinoza,30197
Hidalgo,Tula de Allende,Fraccionamiento,De Ferrocarrileros,42824
Chiapas,Altamirano,Ejido,Agua Escondida,30197
Hidalgo,Tula de Allende,Barrio,San Pedro,42824
Hidalgo,Tula de Allende,Fraccionamiento,Los Sauces,42823
Chiapas,Altamirano,Ejido,Anexo Trinidad,30197
Hidalgo,Tula de Allende,Fraccionamiento,Privada los Cipreces,42823
Guanajuato,Celaya,Fraccionamiento,Privada el Sauz,38016
Chihuahua,Delicias,Pueblo,La Merced,33108
Hidalgo,Tula de Allende,Residencial,Arboledas,42823
Chiapas,Altamirano,Ejido,Victorico R. Grajales,30197
Hidalgo,Tula de Allende,Colonia,Villas del Salitre,42808
Guanajuato,Silao de la Victoria,Fraccionamiento,La Sierra,36103
Hidalgo,Tula de Allende,Colonia,Tierra Blanca,42803
Chiapas,Altamirano,Ejido,Sinaloa,30197
Hidalgo,Tula de Allende,Fraccionamiento,Los Sabinos,42803
Guanajuato,Irapuato,Colonia,Aranzazu,36633
Hidalgo,Tula de Allende,Fraccionamiento,Chapultepec,42803
Chiapas,Altamirano,Ejido,El Zapotal,30197
Hidalgo,Tula de Allende,Fraccionamiento,La Loma,42843
Chiapas,Altamirano,Ejido,San Juan del Bosque,30197
Guanajuato,Santa Cruz de Juventino Rosas,Colonia,Siglo XXI,38244
Hidalgo,Tula de Allende,Colonia,La Pila,42846
Chiapas,Altamirano,Ejido,Flor de Mayo,30197
Guanajuato,Santa Cruz de Juventino Rosas,Colonia,Villas de Juventino,38243
Hidalgo,Tula de Allende,Colonia,Bugambilias,42833
Durango,Tamazula,Pueblo,El Pueblo Nuevo,34575
Chiapas,Altamirano,Ejido,El Oriente,30197
Chiapas,Altamirano,Ejido,Quinta Oriente,30197
Hidalgo,Tula de Allende,Colonia,El Recinto (Ejido Pueblo Nuevo),42837
Chiapas,Altamirano,Ejido,Santa Ana,30197
Guanajuato,Irapuato,Colonia,Quinta del Magisterio,36524
Hidalgo,Tula de Allende,Colonia,El Saabi,42836
Chiapas,Altamirano,Barrio,Candelaria,30190
Hidalgo,Tula de Allende,Colonia,El Sesenta y Uno,42836
Chiapas,Altamirano,Barrio,Guadalupe,30190
Chiapas,Altamirano,Barrio,El Arenal,30190
Oaxaca,Pluma Hidalgo,Ejido,San Vicente,70964
Chiapas,Altamirano,Barrio,El Campo,30190
Chiapas,Altamirano,Barrio,Las Casitas,30190
Durango,Tamazula,Pueblo,El Ranchito,34573
Hidalgo,Tula de Allende,Colonia,Sesenta y Dos,42836
Hidalgo,Tula de Allende,Colonia,Tenjay,42814
Hidalgo,Tula de Allende,Colonia,Dengui,42848
Chiapas,Villaflores,Colonia,Nueva Esperanza,30478
Guanajuato,Abasolo,Poblado comunal,Paso de Piedra,36987
Guanajuato,Apaseo el Grande,Fraccionamiento,La Estancia,38185
Hidalgo,Tula de Allende,Ejido,San Lucas Teacalco,42837
Chiapas,Acacoyagua,Fraccionamiento,Vida Mejor,30590
Chiapas,Huixtla,Fraccionamiento,Carlos Monte Mayor,30640
Veracruz de Ignacio de la Llave,Santiago Sochiapan,Ejido,Santa Margarita Yogopi,95635
Chiapas,Huixtla,Colonia,San Vicente,30640
Veracruz de Ignacio de la Llave,Santiago Sochiapan,Ejido,Ruben Ortiz,95635
Veracruz de Ignacio de la Llave,Santiago Sochiapan,Ejido,Nuevo Ideal de Arriba,95635
Guanajuato,Salamanca,Fraccionamiento,Conjunto Amado Nervo,36764
Chiapas,Mapastepec,Ejido,Nuevo Guerrero,30565
Veracruz de Ignacio de la Llave,Santiago Sochiapan,Ejido,Mundo Nuevo,95635
Chiapas,Villa Corzo,Colonia,24 de Febrero,30520
Chiapas,Ocozocoautla de Espinosa,Fraccionamiento,El Paraje,29140
Veracruz de Ignacio de la Llave,Santiago Sochiapan,Ejido,Margarito Montes Parra,95636
Hidalgo,Tula de Allende,Exhacienda,La Magdalena,42815
Veracruz de Ignacio de la Llave,Santiago Sochiapan,Ejido,Rio de Lana,95636
Oaxaca,Santo Domingo de Morelos,Barrio,Barrio Alto,70907
Chiapas,Ocozocoautla de Espinosa,Colonia,Armando Zebadua,29146
Chiapas,Ocozocoautla de Espinosa,Ejido,Aquiles Serdan (Km 38),29146
Veracruz de Ignacio de la Llave,Santiago Sochiapan,Ejido,Sergio Vera Cervantes,95636
Chiapas,Coapilla,Colonia,La Trinidad,29655
Chiapas,Coapilla,Colonia,Esquipulas,29654
Guanajuato,Irapuato,Fraccionamiento,Hacienda de Aldama,36815
Chiapas,Coapilla,Colonia,Morelia,29655
Veracruz de Ignacio de la Llave,Santiago Sochiapan,Ejido,La Guadalupe,95636
Chiapas,Coapilla,Colonia,San Juan,29650
Guanajuato,Santa Cruz de Juventino Rosas,Colonia,El Mirador,38245
Guanajuato,San Felipe,Fraccionamiento,Hacienda San Miguel,37600
Hidalgo,Tula de Allende,Pueblo,San Francisco Bojay,42827
Chiapas,Huixtla,Colonia,Vida Mejor,30640
Guanajuato,San Felipe,Fraccionamiento,Arboledas de Santa Isabel,37600
Hidalgo,Tula de Allende,Colonia,Teocalco,42826
Guanajuato,Irapuato,Fraccionamiento,Del Parque,36584
Veracruz de Ignacio de la Llave,San Rafael,Colonia,San Rafael,93620
Guanajuato,Irapuato,Fraccionamiento,El Jaral,36687
Hidalgo,Tula de Allende,Colonia,Xiteje de Zapata,42820
Chiapas,Villaflores,Barrio,La Calzada,30478
Veracruz de Ignacio de la Llave,Orizaba,Fraccionamiento,Tulipanes I,94339
Chiapas,Villaflores,Ejido,El Portillo,30488
Hidalgo,Tlaxcoapan,Colonia,Campestre,42960
Veracruz de Ignacio de la Llave,Orizaba,Fraccionamiento,Tulipanes II,94339
Guanajuato,Celaya,Fraccionamiento,La Toscana Residencial,38097
Chiapas,Metapa,Barrio,Brisas San Antonio,30860
Hidalgo,Tlaxcoapan,Colonia,La Cruz,42963
Veracruz de Ignacio de la Llave,Orizaba,Fraccionamiento,Ahuilizapan,94390
Veracruz de Ignacio de la Llave,Orizaba,Fraccionamiento,Las Carmelitas,94390
Guanajuato,Celaya,Fraccionamiento,Parque Verde,38035
Hidalgo,Tlaxcoapan,Colonia,Valle San Pedro,42952
Veracruz de Ignacio de la Llave,Orizaba,Fraccionamiento,San Francisco,94390
Chiapas,Chamula,Ejido,Yut Osil,29336
Hidalgo,Tlaxcoapan,Colonia,Magisterial,42953
Veracruz de Ignacio de la Llave,Orizaba,Fraccionamiento,Santa Elena,94390
Hidalgo,Tlaxcoapan,Barrio,Tlaxcoapan,42953
Chiapas,Chapultenango,Ejido,San Miguel Buena Vista,29694
Hidalgo,Tlaxcoapan,Fraccionamiento,Morelos,42954
Veracruz de Ignacio de la Llave,Orizaba,Unidad habitacional,Lomas de San Alejandro,94330
Hidalgo,Tlaxcoapan,Colonia,La Patricia,42957
Veracruz de Ignacio de la Llave,Orizaba,Fraccionamiento,Las Haciendas,94330
Hidalgo,Tlaxcoapan,Colonia,Carrizos,42952
Hidalgo,Tlaxcoapan,Colonia,Tlaxcoapan,42952
Chiapas,La Trinitaria,Barrio,Pozo Blanco,30160
Chiapas,La Independencia,Colonia,El Naranjo,30174
Veracruz de Ignacio de la Llave,Tierra Blanca,Colonia,Del Ferrocarril,95130
Hidalgo,Tlaxcoapan,Ejido,San Miguel,42965
Veracruz de Ignacio de la Llave,Tierra Blanca,Colonia,De los Gonzalez,95160
Hidalgo,Tlaxcoapan,Ejido,Grande,42964
Veracruz de Ignacio de la Llave,Tierra Blanca,Colonia,Del Carmen,95110
Veracruz de Ignacio de la Llave,La Antigua,Colonia,Capricho,91680
Veracruz de Ignacio de la Llave,La Antigua,Colonia,Damnificados,91680
Chiapas,Tapachula,Colonia,Jubileo 2000,30798
Veracruz de Ignacio de la Llave,La Antigua,Colonia,Arzola,91680
Veracruz de Ignacio de la Llave,La Antigua,Colonia,Arboledas,91680
Veracruz de Ignacio de la Llave,La Antigua,Colonia,Jazmines,91680
Hidalgo,Pachuca de Soto,Colonia,El Mirador,42119
Veracruz de Ignacio de la Llave,La Antigua,Colonia,Calzada,91680
Hidalgo,Pachuca de Soto,Fraccionamiento,Real de la Loma,42083
Veracruz de Ignacio de la Llave,La Antigua,Colonia,12 de Julio,91680
Hidalgo,Pachuca de Soto,Fraccionamiento,La Antigua,42083
Veracruz de Ignacio de la Llave,La Antigua,Colonia,Presidentes,91680
Hidalgo,Pachuca de Soto,Fraccionamiento,Los Girasoles,42082
Veracruz de Ignacio de la Llave,La Antigua,Colonia,Cascajal,91680
Hidalgo,Pachuca de Soto,Fraccionamiento,Real Toledo,42119
Chiapas,Mapastepec,Ejido,Francisco I. Madero,30564
Veracruz de Ignacio de la Llave,La Antigua,Colonia,La Guadalupe,91680
Hidalgo,Pachuca de Soto,Fraccionamiento,Ex-hacienda de las Torres,42119
Veracruz de Ignacio de la Llave,La Antigua,Colonia,Lomas Verdes,91680
Hidalgo,Pachuca de Soto,Fraccionamiento,Las Torres,42119
Veracruz de Ignacio de la Llave,La Antigua,Colonia,Progreso,91680
Hidalgo,Pachuca de Soto,Fraccionamiento,Bonanza,42086
Chiapas,Palenque,Ejido,Alfredo V. Bonfil,29966
Hidalgo,Pachuca de Soto,Fraccionamiento,Independencia,42088
Hidalgo,Pachuca de Soto,Residencial,Las Palmas,42083
Veracruz de Ignacio de la Llave,La Antigua,Colonia,16 de Septiembre,91680
Hidalgo,Pachuca de Soto,Ejido,La Loma,42088
Veracruz de Ignacio de la Llave,La Antigua,Pueblo,Jose Ingenieros,91688
Hidalgo,Pachuca de Soto,Colonia,Valles de Pachuca,42088
Veracruz de Ignacio de la Llave,La Antigua,Pueblo,Loma Iguana,91687
Hidalgo,Pachuca de Soto,Colonia,El Palmar,42088
Veracruz de Ignacio de la Llave,Yecuatla,Colonia,Manuel Zorrilla Rivera,93915
Chiapas,Chiapa de Corzo,Colonia,Pedregal de San ?ngel,29163
Veracruz de Ignacio de la Llave,Agua Dulce,Colonia,Km. 2,96620
Hidalgo,Mineral del Monte,Barrio,Alondra,42136
Hidalgo,Mineral del Monte,Barrio,Ahuizote,42135
Veracruz de Ignacio de la Llave,Cosoleacaque,Colonia,Encinal,96344
Hidalgo,Mineral del Monte,Barrio,La Gotera,42135
Veracruz de Ignacio de la Llave,Cosoleacaque,Colonia,Francisco I. Madero,96344
Chiapas,Tila,Ejido,Nuevo Limar,29910
Veracruz de Ignacio de la Llave,Cosoleacaque,Colonia,Corpal,96344
Chiapas,Jiquipilas,Ejido,San Dionisio,30440
Hidalgo,Mineral del Monte,Fraccionamiento,Bosques de San Cayetano,42144
Veracruz de Ignacio de la Llave,Puente Nacional,Colonia,Federal,91653
Chiapas,Tuxtla Chico,Fraccionamiento,Los Encinos,30866
Veracruz de Ignacio de la Llave,Puente Nacional,Colonia,21 de Marzo,91653
Hidalgo,Tula de Allende,Colonia,Netzahualcoyotl,42834
Veracruz de Ignacio de la Llave,Puente Nacional,Colonia,Isauro Acosta,91653
Veracruz de Ignacio de la Llave,Puente Nacional,Colonia,San ?ngel,91653
Veracruz de Ignacio de la Llave,Puente Nacional,Colonia,El Capricho,91653
Veracruz de Ignacio de la Llave,Veracruz,Conjunto habitacional,Residencial El Campanario,91808
Veracruz de Ignacio de la Llave,Veracruz,Unidad habitacional,Geovillas los Pinos,91808
Chiapas,Chiapa de Corzo,Fraccionamiento,Jardines del Grijalva,29165
Veracruz de Ignacio de la Llave,Veracruz,Colonia,INFONAVIT Del Proletariado,91808
Veracruz de Ignacio de la Llave,Veracruz,Colonia,Parke 2000,91808
